Designator,Mid X,Mid Y,Rotation,Layer
D1,101.798523,-62.507865,270.0,bottom
D2,76.200064,-66.079743,90.0,bottom
D3,95.25008,-66.079743,90.0,bottom
D4,114.300096,-66.079743,90.0,bottom
S1,92.273515,-43.078788,0.0,top
S2,73.223499,-62.128804,0.0,top
S3,92.273515,-62.128804,0.0,top
S4,111.323531,-62.128804,0.0,top
